,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.012086496,0.04556725,-0.045859274,0.013968252,-0.0057662744,-0.082851335,-0.06280598,-0.06609555,-0.067674406,-0.015115254,-0.073382236,-0.031107431,-0.040993467,0.096311435,-0.08088659,-0.012059817,-0.04414714,0.01548465,0.10181659,-0.055774875,0.0060103503,0.0859037,0.09418102,0.06652615,0.08415681,0.00091905275,0.06359188,0.045379538,-0.06420242,-0.08971637,0.029359294,-0.0034570298,0.008213461,-0.121724375,-0.08422076,0.06715504,-0.075910024,-0.060573205,0.0134895,-0.10938727,0.0074793757,0.13004154,0.09733156,0.015766276,0.04760332,0.13524148,0.12705472,0.035149526,0.0001678793,-0.022464905,0.015222687,-0.09443389,0.011456663,-0.026331542,-0.08103185,0.20488836,0.29935464,0.28002882,0.11919567,0.26098615,0.25383717,0.20679207,0.047913507,0.1572509,0.14063789,-0.04562177,-0.33126965,-0.18932036,-0.16304213,-0.2578454,-0.10960289,-0.28177392,-0.21403788,0.029658316,0.11830965,-0.15729192,-0.17610434,-0.1194593,-0.09080287,-0.1089423,0.105861686,0.16401699,0.18375884,0.25266266,0.25437737,0.2596967,0.3867015,0.356915,0.31493658,0.16782178,0.12056351,-0.23673977,-0.26712504,-0.32252002,-0.28126112,-0.24102479,-0.33486316,-0.3072498,-0.30331278,-0.08063972
1,0.02528536,-0.058346532,0.089807324,-0.09336366,-0.06276952,-0.0407454,-0.0052849045,-0.05622745,0.059021793,-0.0101623405,-0.01356407,0.09420444,-0.0935421,-0.09565145,0.090887934,-0.017549952,-0.024159834,0.07816111,0.04253584,0.002693994,0.056927864,0.07616651,0.044529878,0.09559794,-0.030621542,0.027594974,-0.107056014,-0.085068844,-0.054154843,-0.015380173,-0.0030686224,-0.08092894,-0.08071047,-0.024405276,-0.009542623,0.029705016,0.005157804,-0.114153005,-0.0984081,0.04291217,-0.0027820258,0.027894858,0.024491725,-0.027286304,-0.0989089,-0.086024575,-0.13215658,-0.09923739,-0.09141042,-0.09607953,-0.059552904,0.07453377,0.06957504,0.115560845,0.088027924,-0.1074006,-0.11429571,0.077220984,0.12507601,0.07333888,-0.15506722,-0.008427908,-0.0076230494,0.11807331,0.06370757,-0.006847105,0.086298555,0.0840534,0.0002270287,-0.103880025,0.02268064,0.115211,0.0013408326,-0.1067584,0.052825037,-0.0213016,0.04351189,0.09355138,0.07537648,-0.0063557173,-0.0938319,-0.07944027,-0.039580125,0.0383148,0.1670731,-0.10865817,-0.06422828,-0.101043545,0.09299146,0.14479318,-0.10533054,0.11733316,-0.054072596,0.032964148,-0.10859967,0.114915095,0.07711686,0.025465142,-0.05923352,-0.074290246
2,0.050086282,0.0013628156,0.10111105,0.0621436,0.012695631,0.011066175,-0.013547095,-0.034324467,-0.017033048,0.0835522,0.10837165,-0.061855752,-0.029497331,0.08371725,0.0799293,-0.034665875,-0.06615001,0.083542906,-0.088977434,0.090440184,-0.010119273,-0.016897758,0.09146588,0.03877584,0.0023897872,0.015878256,0.005914728,0.08785334,-0.06395184,-0.08537137,0.09351187,0.077268936,-0.027205734,-0.08572115,0.035713043,0.0020145567,0.05377678,0.017610656,-0.0882026,-0.08922272,0.09343712,-0.071014896,0.02055088,-0.07464496,-0.11014687,0.09021394,0.014739813,0.15094241,-0.060409937,0.061603848,-0.033873707,0.00530908,-0.12332093,-0.045208286,-0.034159906,-0.010828084,-0.09424647,0.026145091,0.0376663,0.14322273,-0.008200202,0.13201953,0.11611234,0.23994608,0.25078678,-0.017499056,0.074454546,0.043812353,-0.010795948,-0.044583246,-0.085232206,-0.13619757,-0.19778384,-0.3045637,-0.087952025,0.028019274,0.12843834,-0.06800287,-0.0069595007,-0.12447904,0.05625461,-0.0853347,0.045387354,-0.017571619,0.076998845,0.050457902,0.030149037,0.08897131,0.1296885,0.27952886,0.108017705,0.040453024,-0.028372219,0.17451574,0.23317665,-0.11171745,-0.1429378,-0.20059377,-0.31984857,0.041399293
3,0.0045466963,0.07797704,0.020105701,-0.0021292681,-0.06516002,0.06434405,-0.04275279,-0.07160746,0.065121874,0.004508451,0.07532557,-0.058718316,0.06400661,0.00022800363,-0.009363133,0.086925626,0.085378624,-0.05213222,-0.060779653,0.0556362,-0.013844204,0.05002408,0.03313189,0.023763055,0.057717573,0.024927672,0.0878258,-0.041166533,0.0003543106,-0.077153735,0.0657808,0.040536806,-0.033398196,-0.11980387,-0.010526571,-0.048711997,-0.0338787,-0.09093289,-0.021971432,-0.08072652,-0.115925744,-0.14973107,-0.061073918,-0.053963818,0.03182323,-0.02378189,-0.13229509,-0.086008966,-0.020812377,-0.012927253,0.059038058,-0.08016793,-0.009359233,-0.020516004,0.021933556,0.11564271,-0.0017931851,-0.25866473,-0.12178298,0.13001014,0.06629749,-0.056601964,0.07731086,0.17621614,0.22946472,0.027293332,0.100067824,0.16588521,0.20141551,0.06851499,0.075756505,0.11075338,-0.0003694723,-0.0012464509,-0.09259818,-0.068896085,-0.09943171,-0.029525245,0.042327426,-0.09059835,-0.08296171,-0.049099468,-0.22546072,-0.21202633,-0.034357283,0.1665868,-0.025782133,-0.040925317,0.028925663,0.07193753,0.24082051,0.009232362,0.116581805,0.27945235,0.29768443,0.11725541,-0.00014904574,0.13529968,-0.016603688,0.033488434
4,-0.091912195,0.06889503,0.048118558,-0.10159123,-0.08284697,-0.06316407,-0.057770927,0.02757907,0.091394946,-0.025833705,0.04735591,-0.066727616,-0.056439053,-0.021723932,0.0009851769,-0.039556134,-0.013599604,0.07550453,0.050577737,0.014129955,0.07381157,0.010986356,-0.097700626,-0.07373749,0.022044348,0.037003025,0.03381792,-0.10239809,-0.015364952,-0.06828173,-0.10129338,0.017704062,-0.03147224,0.038297698,0.019526511,-0.1117643,-0.114708334,-0.12621182,-0.106417686,-0.055866975,0.0041704755,-0.04591865,-0.01505719,-0.14166594,0.026503807,-0.08690628,-0.051701594,-0.083910994,-0.011380937,-0.0050127786,0.11912112,-0.0052071256,0.0136587955,0.013048647,-0.011692446,-0.009648131,0.03026226,0.046184104,-0.05010657,-0.092353806,0.045964114,-0.016138777,0.15089922,0.063231915,-0.025713079,-0.008631631,0.0114662135,0.18157806,0.029831959,-0.07193227,-0.15532798,0.005028182,0.012981407,-0.11519414,-0.13602106,0.122554764,-0.013014237,-0.12107324,-0.14794485,0.02672672,0.1972892,0.08453163,-0.03189124,-0.013473212,-0.047085714,0.03918437,0.03831051,0.101401776,0.24640918,0.01614333,-0.07572423,0.03383507,0.2740465,0.2478856,0.18645501,-0.0012806284,-0.04024918,0.093258195,0.003456687,0.105556585
5,0.086269274,-0.043927964,0.10224744,0.010389196,0.024075836,0.024487933,0.051772676,-0.05683886,0.070660464,0.0072910944,-0.0704818,0.06863881,0.08144074,0.06342116,-0.013317377,-0.05142178,-0.041035827,0.024945471,0.048455805,0.02194514,-0.06846102,0.10474361,0.06271729,0.0027585118,-0.06305454,-0.04228067,0.008566551,0.11377998,0.046096995,-0.059001453,0.05024267,0.079059914,0.06532766,0.08901627,0.055382315,0.080929734,0.03637574,0.121144034,0.17032242,-0.048475333,0.047965072,0.12455638,0.054311298,0.11181413,0.098201826,0.037902977,-0.025588723,0.11378563,0.09207995,0.0010444161,-0.059084795,-0.005603675,0.026754232,-0.15878046,0.07831938,0.055288654,0.06385218,-0.059948478,-0.1102051,0.10188742,0.084070355,0.09891865,0.01641626,0.071801916,-0.060887277,-0.12860976,-0.12255389,0.0873679,0.0028184045,0.034577858,-0.10473176,-0.16517337,0.060849328,0.13738713,0.10416099,-0.00847206,0.112392224,0.06659189,-0.07108766,-0.016953014,0.09133218,0.02749415,-0.090023145,-0.059295647,0.054564353,0.043289587,0.17028777,0.03277358,-0.09009202,-0.091787644,-0.031843416,0.012737337,0.08278346,0.03376685,-0.17316888,-0.050158087,0.009445619,0.078788154,0.12679553,-0.02965164
6,-0.03422714,-0.07076942,-0.08510684,0.090113126,0.039735626,-0.0019958839,0.025527038,-0.07102494,-0.04758414,0.008803732,0.042001806,-0.055135258,0.06689054,0.06466579,-0.04788094,-0.0218236,0.006179498,-0.04193403,-0.038182247,0.0066103316,-0.010031727,0.084627904,0.004416437,-0.0032314162,0.032595377,0.06980709,-0.10835102,-0.12103107,0.0048804884,0.050332643,-0.025144998,0.012080027,0.0708391,-0.08308713,0.051630817,0.09395505,0.029519754,0.060177416,-0.1124683,0.0023089414,-0.02526564,-0.02731287,-0.10243387,-0.124762535,-0.08465135,-0.043938488,-0.09787461,0.06983308,-0.11616063,-0.11132207,-0.067112915,0.056272637,-0.013489088,0.09946791,0.11644942,-0.05392209,-0.08348719,-0.13051844,0.11203088,0.12246916,-0.07210093,-0.20992711,-0.11076619,0.18537705,0.20299114,-0.016385859,-0.19130339,-0.019139286,0.07291086,0.14264917,-0.02409251,-0.08687499,0.11793254,0.15116796,0.048419584,0.028339805,0.031799957,-0.07235842,-0.040839154,0.12947728,0.031359747,-0.115366995,-0.06191683,0.13600792,0.056498155,0.013726624,-0.07360066,-0.16420335,0.16951182,0.25924167,-0.1167054,-0.21496184,0.01036204,0.13478148,0.0488145,-0.067669466,-0.04245159,0.1036051,0.18117332,0.15038492
7,-0.025364278,-0.0854489,-0.036599558,-0.08558252,0.09226806,0.041825682,0.0044955662,0.07965382,0.0742828,0.018101422,0.02444352,-0.04283762,-0.01497326,0.061173078,0.06649629,0.07978093,-0.004807624,0.0058568483,0.097749226,-0.062037073,0.0632705,-0.045841184,-0.011976599,0.008291273,-0.074630365,-0.011185752,-0.07266142,0.05057405,0.026435336,-0.017698826,-0.008022458,-0.060449034,-0.007060006,-0.041262127,-0.065794066,-0.093952335,-0.08845315,-0.032782484,0.062474407,0.08412368,-0.15634847,-0.15136907,-0.06575988,-0.054767113,0.048166957,0.02429179,-0.024875188,-0.020975003,-0.08302999,0.013101041,-0.052306343,0.0007905564,-0.1148526,-0.034902725,0.14882888,-0.051965237,-0.05711024,-0.21924573,-0.11747413,-0.03387796,0.15391308,0.102443025,-0.09210652,-0.17716666,-0.14318821,0.22512618,0.10287526,0.1245184,0.049392313,0.08062143,-0.12875062,-0.08561819,-0.060589045,0.02351,-0.033649758,0.12055255,0.0618696,0.123156264,0.06868764,0.12859817,-0.08279983,-0.27010205,-0.31735322,-0.100276545,0.027802711,0.11193544,0.04844248,-0.10036457,-0.094165385,-0.29035556,0.2659948,0.23817445,0.1476847,0.19530305,-0.025970763,-0.06539403,0.09033234,0.08107084,0.17310175,0.15577443
8,-0.001827449,-0.010979278,-0.05973859,0.07346306,-0.010983555,-0.014970143,-0.039177675,0.027044727,0.033312414,-0.09120206,0.07137919,-0.038205493,0.0695193,-0.08015191,-0.017586095,-0.06939423,0.06271248,0.0044451356,-0.081843145,-0.0030352902,0.014967582,-0.09460241,0.034195445,0.02269188,0.06859631,0.1024385,0.16363373,0.19562654,0.00049788103,0.11559692,0.17194143,0.08660675,0.14934927,0.05169951,0.100012206,0.1562231,0.1368692,0.0018629308,0.08988029,0.13113935,0.1399075,0.041609727,-0.047893617,0.134696,0.032024886,0.028155658,0.026373303,-0.02597721,0.10140739,0.11990281,0.048353676,-0.35045797,-0.39857557,-0.3098129,-0.2657979,-0.053562954,-0.205089,-0.35418934,-0.15604228,0.024832139,-0.03882337,-0.18025501,-0.08534809,0.041258518,0.258821,0.021828407,0.10917769,0.2149185,0.14379969,0.103407435,0.09635635,0.0787253,0.09024256,0.2265942,0.06179391,0.21557114,-0.0907857,-0.26616868,-0.12605341,-0.15619604,-0.064108,-0.2252608,-0.36542088,-0.28604707,-0.1591105,0.0907144,-0.18456747,-0.1687403,-0.043973435,0.03592161,0.15221302,0.09325014,0.033224683,0.24408697,0.25797907,0.08562459,0.11061349,0.2462922,0.16890185,0.16189732
9,-0.07979365,-0.029810542,0.07129954,0.112050265,0.07778763,0.0051558916,0.045761578,-0.08295576,-0.06194465,0.025991978,0.06531685,-0.09067203,0.032337748,-0.056018546,-0.096638754,0.009222005,0.04603643,0.102187715,-0.07503267,0.04611082,0.049749702,0.036756225,-0.0067769024,-0.040200442,-0.09546137,-0.032297425,0.050202355,0.14479667,-0.011330955,-0.03545534,0.073549554,0.11123468,-0.012107709,0.074036166,0.06637013,0.076822385,0.104938835,0.06199994,0.052367616,0.026412828,0.084640875,0.13219216,-0.0011845813,0.103330046,-0.041208375,0.057280038,0.056635723,0.029524218,0.12439709,-0.046204023,0.052057523,-0.096364535,-0.17813826,-0.081523,0.016856283,-0.024582407,-0.10815626,-0.09367717,0.040695675,-0.078506775,-0.011316154,-0.031178394,-0.07853191,-0.101834,-0.09837919,0.019832,0.13350135,0.10728675,-0.09435591,0.06551008,0.17930757,0.18647873,0.04949136,0.14345294,0.009542296,0.032313015,0.044427663,-0.08445593,-0.11831693,-0.15071091,-0.1385979,-0.054510996,-0.174449,-0.061387353,0.015065798,-0.072677284,-0.00053517765,0.03980476,-0.04900329,0.082650505,0.21060662,0.12027862,-0.08489388,-0.11469125,-0.08435722,0.21843643,0.15385301,0.15454896,0.023277236,0.02947192
10,0.027223121,-0.008533082,-0.08626955,0.038757455,0.049330972,-0.07584968,-0.08702337,0.05372277,7.0436225e-05,0.01826204,0.062457863,0.051830627,0.014209762,0.0050711585,-0.08069723,-0.024512935,-0.06577552,-0.0021347294,-0.05827234,-0.10147057,0.037376087,-0.059523366,-0.06718423,0.07390462,-0.014262873,0.040728107,-0.12311161,0.027971081,0.045067843,0.11432434,-0.083971515,-0.10809199,0.001521345,0.09907438,0.009081055,-0.055013653,-0.1090427,-0.06677034,-0.07819913,0.10804247,-0.031109324,0.06081829,-0.047554366,0.08150358,0.11672377,0.043325834,0.008499463,-0.0725925,-0.011601676,-0.011381751,-0.0035011896,-0.043652043,0.16047472,0.12434336,0.08037867,-0.1505587,-0.10886176,0.13636371,0.16180041,-0.035045914,-0.11523057,-0.10340986,0.14285557,0.17801614,0.10755595,-0.042367883,-0.13491146,-0.012902485,0.13664262,0.024071611,-0.17927268,-0.13407858,0.080841124,0.23386048,0.031138105,-0.12264605,-0.011812605,0.1108624,-0.08951798,-0.16070119,-0.0034108078,0.056955397,-0.038582154,0.13344555,-0.10111541,-0.018058004,-0.03611028,-0.039287977,0.23542136,0.012354325,-0.15151946,-0.15952858,-0.054613546,0.2329276,0.028535193,-0.018621167,-0.09068009,-0.04856323,0.1719816,-0.010776623
11,0.06955219,0.048012286,0.06622739,0.046181533,0.07009531,0.05328349,-0.050898824,-0.048426513,-0.038255654,0.04766646,0.005772958,-0.011092173,-0.056157906,-0.0586224,0.09028731,0.11070723,0.065073274,-0.08149755,-0.0802066,0.009746869,0.08677401,0.09528545,0.027285201,0.061124824,0.059051327,-0.07142229,0.04877378,0.025426174,0.044063337,-0.06251912,-0.09578196,-0.12111959,0.08956325,-0.073211655,0.04483617,-0.028645115,-0.013780611,0.013251104,0.08444492,0.083523825,0.019319031,0.12777425,-0.010933245,0.118173495,0.03589775,0.085273065,-0.06633245,-0.012932011,0.03726443,0.07928675,-0.10257645,0.11886491,0.1999993,0.09011323,0.022585839,0.17866388,0.11620987,0.2311379,0.01597781,-0.01813675,-0.27522904,-0.11334028,-0.018417085,-0.08989361,0.0481244,-0.34150988,-0.078859866,-0.05350257,0.0021075539,-0.030135728,-0.05658724,0.029108739,0.052817523,-0.04198738,-0.1258827,-0.05345662,-0.031969976,0.012377428,-0.0968287,0.06719236,0.3009556,0.37794012,0.31753597,0.09389749,0.10573164,0.03626116,0.08277861,0.15167136,0.06703267,0.15491864,-0.44890666,-0.15975347,-0.08912715,-0.05222614,-0.08569293,-0.061994106,-0.14753196,-0.008725597,-0.07503204,-0.07343348
